measure_id,measure_name,measure_format,filter_id,demographics,location_id,location_type,location_name,start_year,end_year,numerator,denominator,value,missing,missing_percentage,status,count,sum,sum_squares,minimum,maximum,standard_deviation,average,calculation,population,total_cases,median_household_income,num_full_time_prosecutors,total_num_law_enforcement_agencies
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL073,county,Leon,2009,2013,NA,NA,80,49,0.4008,OK,12176,NA,NA,NA,NA,NA,127.42,MEDIAN,278624,44878,46369,NA,2
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL075,county,Levy,2009,2013,NA,NA,55,333,13.0231,EXCEEDS_MISSING_UNFILT,2224,NA,NA,NA,NA,NA,114.81,MEDIAN,40289,8026,34348,NA,4
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL077,county,Liberty,2009,2013,NA,NA,47,32,12.8514,EXCEEDS_MISSING_UNFILT,217,NA,NA,NA,NA,NA,83.67,MEDIAN,8308,1151,39681,NA,1
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL079,county,Madison,2009,2013,NA,NA,21,67,4.5859,OK,1394,NA,NA,NA,NA,NA,59.43,MEDIAN,19070,3910,33833,NA,2
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL081,county,Manatee,2009,2013,NA,NA,61,2118,15.9801,EXCEEDS_MISSING_UNFILT,11136,NA,NA,NA,NA,NA,108.19,MEDIAN,329487,46819,47876,NA,5
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL083,county,Marion,2009,2013,NA,NA,11,10500,71.8686,EXCEEDS_MISSING_UNFILT,4110,NA,NA,NA,NA,NA,50.9,MEDIAN,333503,43742,39453,NA,4
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL085,county,Martin,2009,2013,NA,NA,45,79,0.84,OK,9326,NA,NA,NA,NA,NA,97.31,MEDIAN,147786,21433,49846,NA,4
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL086,county,Miami-Dade,2009,2013,NA,NA,3,99,0.0567,OK,174488,NA,NA,NA,NA,NA,61.47,MEDIAN,2549075,452328,43100,NA,33
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL087,county,Monroe,2009,2013,NA,NA,14,2917,23.8863,EXCEEDS_MISSING_UNFILT,9295,NA,NA,NA,NA,NA,72.71,MEDIAN,74213,24849,53607,NA,4
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL089,county,Nassau,2009,2013,NA,NA,42,24,0.5785,OK,4125,NA,NA,NA,NA,NA,76.85,MEDIAN,74163,9939,55315,NA,2
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL091,county,Okaloosa,2009,2013,NA,NA,34,11408,71.5504,EXCEEDS_MISSING_UNFILT,4536,NA,NA,NA,NA,NA,119.75,MEDIAN,185852,33413,54684,NA,6
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL093,county,Okeechobee,2009,2013,NA,NA,67,123,4.407,OK,2668,NA,NA,NA,NA,NA,97.75,MEDIAN,39642,7641,34570,NA,2
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL095,county,Orange,2009,2013,NA,NA,6,9833,14.7329,EXCEEDS_MISSING_UNFILT,56909,NA,NA,NA,NA,NA,36.05,MEDIAN,1175416,173200,47581,NA,12
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL097,county,Osceola,2009,2013,NA,NA,59,4104,9.1634,HIGH_MISSING_UNFILT,40683,NA,NA,NA,NA,NA,102.15,MEDIAN,279837,74115,43891,NA,3
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL099,county,Palm Beach,2009,2013,NA,NA,32,35555,50.4419,EXCEEDS_MISSING_UNFILT,34932,NA,NA,NA,NA,NA,79.53,MEDIAN,1339221,184487,52432,NA,21
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL101,county,Pasco,2009,2013,NA,NA,78,1142,4.6319,OK,23513,NA,NA,NA,NA,NA,115.2,MEDIAN,468194,70831,43888,NA,5
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL103,county,Pinellas,2009,2013,NA,NA,69,30697,50.7808,EXCEEDS_MISSING_UNFILT,29753,NA,NA,NA,NA,NA,110.34,MEDIAN,920015,188969,45535,NA,14
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL105,county,Polk,2009,2013,NA,NA,41,8751,14.6772,EXCEEDS_MISSING_UNFILT,50872,NA,NA,NA,NA,NA,75.62,MEDIAN,610295,118472,43113,NA,15
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL107,county,Putnam,2009,2013,NA,NA,55,161,2.4229,OK,6484,NA,NA,NA,NA,NA,88.79,MEDIAN,73683,23478,32497,NA,6
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL109,county,St. Johns,2009,2013,NA,NA,58,2989,25.639,EXCEEDS_MISSING_UNFILT,8669,NA,NA,NA,NA,NA,113.59,MEDIAN,197115,26195,64876,NA,3
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL111,county,St. Lucie,2009,2013,NA,NA,NA,NA,NA,CACHE_MISS,NA,NA,NA,NA,NA,NA,NA,MEDIAN,281015,0,43413,NA,3
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL113,county,Santa Rosa,2009,2013,NA,NA,47,2906,42.6663,EXCEEDS_MISSING_UNFILT,3905,NA,NA,NA,NA,NA,82.29,MEDIAN,155579,16865,57703,NA,3
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL115,county,Sarasota,2009,2013,NA,NA,62,5840,34.7454,EXCEEDS_MISSING_UNFILT,10968,NA,NA,NA,NA,NA,96.45,MEDIAN,383094,47383,49052,NA,6
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL117,county,Seminole,2009,2013,NA,NA,NA,NA,NA,CACHE_MISS,NA,NA,NA,NA,NA,NA,NA,MEDIAN,427184,0,58175,NA,9
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL119,county,Sumter,2009,2013,NA,NA,39,286,12.5109,EXCEEDS_MISSING_UNFILT,2000,NA,NA,NA,NA,NA,59.08,MEDIAN,98409,7894,48493,NA,5
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL121,county,Suwannee,2009,2013,NA,NA,34,194,9.1466,HIGH_MISSING_UNFILT,1927,NA,NA,NA,NA,NA,71.45,MEDIAN,42865,6430,35698,NA,2
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL123,county,Taylor,2009,2013,NA,NA,51,383,20.0524,EXCEEDS_MISSING_UNFILT,1527,NA,NA,NA,NA,NA,87.38,MEDIAN,22660,5287,36356,NA,2
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL125,county,Union,2009,2013,NA,NA,33,23,2.987,OK,747,NA,NA,NA,NA,NA,68.6,MEDIAN,15307,2344,42660,NA,1
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL127,county,Volusia,2009,2013,NA,NA,60,19083,33.3753,EXCEEDS_MISSING_UNFILT,38094,NA,NA,NA,NA,NA,109.49,MEDIAN,496268,136288,42457,NA,15
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL129,county,Wakulla,2009,2013,NA,NA,40,50,5.1335,HIGH_MISSING_UNFILT,924,NA,NA,NA,NA,NA,73.45,MEDIAN,30824,3651,52691,NA,1
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL131,county,Walton,2009,2013,NA,NA,0,3749,85.1465,EXCEEDS_MISSING_UNFILT,654,NA,NA,NA,NA,NA,24.72,MEDIAN,56590,11888,43640,NA,2
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,FL133,county,Washington,2009,2013,NA,NA,18,603,55.2198,EXCEEDS_MISSING_UNFILT,489,NA,NA,NA,NA,NA,83.6,MEDIAN,24702,4244,38501,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL,state,Florida,2009,2013,14849,81487,18.2225,2442,2.9096,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,19091156,3097814,46956,NA,NA
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL001,county,Alachua,2009,2013,286,1387,20.62,14,0.9993,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,249848,62645,42149,NA,4
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL003,county,Baker,2009,2013,34,195,17.4359,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,27069,5769,49236,NA,1
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL005,county,Bay,2009,2013,51,1554,3.2819,1,0.0643,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,170704,57611,47461,NA,7
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL007,county,Bradford,2009,2013,38,263,14.4487,6,2.2305,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,27981,7662,40259,NA,3
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL009,county,Brevard,2009,2013,523,2977,17.568,6,0.2011,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,545667,83634,48039,NA,15
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL011,county,Broward,2009,2013,1416,7549,18.7575,108,1.4105,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,1784889,239278,51251,NA,19
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL013,county,Calhoun,2009,2013,29,106,27.3585,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,14700,2654,32780,NA,3
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL015,county,Charlotte,2009,2013,211,888,23.7613,1,0.1125,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,161276,20385,44378,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL017,county,Citrus,2009,2013,237,639,37.0892,17,2.5915,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,140214,14329,39100,NA,3
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL019,county,Clay,2009,2013,350,773,45.2781,601,43.7409,EXCEEDS_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,192665,23418,59482,NA,3
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL021,county,Collier,2009,2013,189,904,20.9071,5,0.5501,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,328209,29788,55843,NA,3
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL023,county,Columbia,2009,2013,72,435,16.5517,1,0.2294,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,67568,12710,38070,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL027,county,DeSoto,2009,2013,NA,NA,NA,NA,NA,CACHE_MISS,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,34651,0,34963,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL029,county,Dixie,2009,2013,18,91,19.7802,9,9,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,16234,2669,33981,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL031,county,Duval,2009,2013,NA,NA,NA,NA,NA,CACHE_MISS,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,872598,245810,48323,NA,7
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL033,county,Escambia,2009,2013,186,2428,7.6606,52,2.0968,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,300795,66998,43918,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL035,county,Flagler,2009,2013,NA,NA,NA,NA,NA,CACHE_MISS,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,97301,0,47233,NA,3
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL037,county,Franklin,2009,2013,26,112,23.2143,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,11554,3601,38328,NA,3
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL039,county,Gadsden,2009,2013,32,201,15.9204,12,5.6338,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,46860,6931,35380,NA,7
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL041,county,Gilchrist,2009,2013,14,73,19.1781,2,2.6667,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,16917,2718,38406,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL043,county,Glades,2009,2013,22,63,34.9206,4,5.9701,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,13080,2156,34694,NA,1
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL045,county,Gulf,2009,2013,24,108,22.2222,1,0.9174,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,15793,2322,40455,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL047,county,Hamilton,2009,2013,16,88,18.1818,1,1.1236,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,14655,2515,37716,NA,3
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL049,county,Hardee,2009,2013,41,129,31.7829,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,27336,5065,37125,NA,5
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL051,county,Hendry,2009,2013,42,152,27.6316,1,0.6536,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,38346,8108,35425,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL053,county,Hernando,2009,2013,193,906,21.3024,2,0.2203,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,173119,23420,41024,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL055,county,Highlands,2009,2013,140,461,30.3688,5,1.073,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,98275,12075,35560,NA,4
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL057,county,Hillsborough,2009,2013,1525,5288,28.8389,405,7.114,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,1257913,201156,49596,NA,6
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL059,county,Holmes,2009,2013,28,198,14.1414,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,19864,3795,35511,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL061,county,Indian River,2009,2013,22,670,3.2836,3,0.4458,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,139356,16731,44772,NA,5
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL063,county,Jackson,2009,2013,142,427,33.2553,1,0.2336,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,49326,9573,36809,NA,5
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL065,county,Jefferson,2009,2013,17,87,19.5402,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,14469,1948,44170,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL067,county,Lafayette,2009,2013,3,22,13.6364,1,4.3478,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,8745,839,39722,NA,1
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL069,county,Lake,2009,2013,428,1769,24.1945,10,0.5621,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,300926,36112,45035,NA,13
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL071,county,Lee,2009,2013,616,2196,28.051,353,13.8486,EXCEEDS_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,633968,83239,47439,NA,4
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL073,county,Leon,2009,2013,306,1504,20.3457,230,13.2641,EXCEEDS_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,278624,44878,46369,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL075,county,Levy,2009,2013,20,261,7.6628,4,1.5094,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,40289,8026,34348,NA,4
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL077,county,Liberty,2009,2013,21,77,27.2727,2,2.5316,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,8308,1151,39681,NA,1
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL079,county,Madison,2009,2013,14,141,9.9291,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,19070,3910,33833,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL081,county,Manatee,2009,2013,373,1986,18.7815,104,4.9761,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,329487,46819,47876,NA,5
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL083,county,Marion,2009,2013,486,2202,22.0708,2,0.0907,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,333503,43742,39453,NA,4
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL085,county,Martin,2009,2013,175,754,23.2095,1,0.1325,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,147786,21433,49846,NA,4
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL086,county,Miami-Dade,2009,2013,934,11020,8.4755,32,0.2895,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,2549075,452328,43100,NA,33
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL087,county,Monroe,2009,2013,141,383,36.8146,87,18.5106,EXCEEDS_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,74213,24849,53607,NA,4
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL089,county,Nassau,2009,2013,0,0,NA,0,NA,NO_DATA,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,74163,9939,55315,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL091,county,Okaloosa,2009,2013,62,1262,4.9128,20,1.5601,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,185852,33413,54684,NA,6
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL093,county,Okeechobee,2009,2013,93,380,24.4737,4,1.0417,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,39642,7641,34570,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL095,county,Orange,2009,2013,725,5538,13.0914,203,3.536,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,1175416,173200,47581,NA,12
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL097,county,Osceola,2009,2013,NA,NA,NA,NA,NA,CACHE_MISS,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,279837,74115,43891,NA,3
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL099,county,Palm Beach,2009,2013,933,4296,21.7179,41,0.9454,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,1339221,184487,52432,NA,21
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL101,county,Pasco,2009,2013,559,2169,25.7722,9,0.4132,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,468194,70831,43888,NA,5
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL103,county,Pinellas,2009,2013,925,5384,17.1805,11,0.2039,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,920015,188969,45535,NA,14
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL105,county,Polk,2009,2013,625,2671,23.3995,13,0.4844,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,610295,118472,43113,NA,15
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL107,county,Putnam,2009,2013,143,480,29.7917,1,0.2079,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,73683,23478,32497,NA,6
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL109,county,St. Johns,2009,2013,59,693,8.5137,3,0.431,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,197115,26195,64876,NA,3
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL111,county,St. Lucie,2009,2013,NA,NA,NA,NA,NA,CACHE_MISS,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,281015,0,43413,NA,3
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL113,county,Santa Rosa,2009,2013,90,742,12.1294,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,155579,16865,57703,NA,3
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL115,county,Sarasota,2009,2013,419,2364,17.7242,24,1.005,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,383094,47383,49052,NA,6
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL117,county,Seminole,2009,2013,NA,NA,NA,NA,NA,CACHE_MISS,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,427184,0,58175,NA,9
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL119,county,Sumter,2009,2013,75,364,20.6044,10,2.6738,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,98409,7894,48493,NA,5
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL121,county,Suwannee,2009,2013,86,356,24.1573,2,0.5587,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,42865,6430,35698,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL123,county,Taylor,2009,2013,53,250,21.2,1,0.3984,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,22660,5287,36356,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL125,county,Union,2009,2013,15,58,25.8621,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,15307,2344,42660,NA,1
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL127,county,Volusia,2009,2013,423,2229,18.9771,6,0.2685,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,496268,136288,42457,NA,15
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL129,county,Wakulla,2009,2013,18,170,10.5882,1,0.5848,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,30824,3651,52691,NA,1
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL131,county,Walton,2009,2013,64,399,16.0401,6,1.4815,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,56590,11888,43640,NA,2
25,Nonviolent Felonies Sentenced to Prison,percentage,1,all defendants,FL133,county,Washington,2009,2013,41,215,19.0698,3,1.3761,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,24702,4244,38501,NA,2
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL,state,Florida,2009,2013,NA,NA,23.9345,288,1.9395,OK,14561,NA,NA,NA,NA,NA,36.84,MEDIAN,19091156,3097814,46956,NA,NA
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL001,county,Alachua,2009,2013,NA,NA,23.9345,5,1.7483,OK,281,NA,NA,NA,NA,NA,39.95,MEDIAN,249848,62645,42149,NA,4
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL003,county,Baker,2009,2013,NA,NA,14.9672,0,0,OK,34,NA,NA,NA,NA,NA,24.59,MEDIAN,27069,5769,49236,NA,1
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL005,county,Bay,2009,2013,NA,NA,35.9017,9,17.6471,EXCEEDS_MISSING_UNFILT,42,NA,NA,NA,NA,NA,54.31,MEDIAN,170704,57611,47461,NA,7
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL007,county,Bradford,2009,2013,NA,NA,20.9672,0,0,OK,38,NA,NA,NA,NA,NA,43.71,MEDIAN,27981,7662,40259,NA,3
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL009,county,Brevard,2009,2013,NA,NA,30.6906,2,0.3824,OK,521,NA,NA,NA,NA,NA,38.76,MEDIAN,545667,83634,48039,NA,15
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL011,county,Broward,2009,2013,NA,NA,23.7892,0,0,OK,1416,NA,NA,NA,NA,NA,34.74,MEDIAN,1784889,239278,51251,NA,19
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL013,county,Calhoun,2009,2013,NA,NA,24,0,0,INSUFFICIENT_DATA_UNFILT,29,NA,NA,NA,NA,NA,34.46,MEDIAN,14700,2654,32780,NA,3
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL015,county,Charlotte,2009,2013,NA,NA,25.9345,3,1.4218,OK,208,NA,NA,NA,NA,NA,41.59,MEDIAN,161276,20385,44378,NA,2
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL017,county,Citrus,2009,2013,NA,NA,31.9345,28,11.8143,EXCEEDS_MISSING_UNFILT,209,NA,NA,NA,NA,NA,40.33,MEDIAN,140214,14329,39100,NA,3
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL019,county,Clay,2009,2013,NA,NA,23.7892,4,1.1429,OK,346,NA,NA,NA,NA,NA,36.33,MEDIAN,192665,23418,59482,NA,3
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL021,county,Collier,2009,2013,NA,NA,35.9017,6,3.1746,OK,183,NA,NA,NA,NA,NA,46.45,MEDIAN,328209,29788,55843,NA,3
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL023,county,Columbia,2009,2013,NA,NA,25.9345,0,0,OK,72,NA,NA,NA,NA,NA,33.32,MEDIAN,67568,12710,38070,NA,2
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL027,county,DeSoto,2009,2013,NA,NA,NA,NA,NA,CACHE_MISS,NA,NA,NA,NA,NA,NA,NA,MEDIAN,34651,0,34963,NA,2
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL029,county,Dixie,2009,2013,NA,NA,21.9672,0,0,INSUFFICIENT_DATA_UNFILT,18,NA,NA,NA,NA,NA,28.65,MEDIAN,16234,2669,33981,NA,2
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL031,county,Duval,2009,2013,NA,NA,NA,NA,NA,CACHE_MISS,NA,NA,NA,NA,NA,NA,NA,MEDIAN,872598,245810,48323,NA,7
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL033,county,Escambia,2009,2013,NA,NA,34.9345,11,5.914,HIGH_MISSING_UNFILT,175,NA,NA,NA,NA,NA,50.52,MEDIAN,300795,66998,43918,NA,2
26,Length of Imposed Prison Sentence: Nonviolent Felonies,median,1,all defendants,FL035,county,Flagler,2009,2013,NA,NA,NA,NA,NA,CACHE_MISS,NA,NA,NA,NA,NA,NA,NA,MEDIAN,97301,0,47233,NA,3
